AVG_PURCHASE_VALUE_EUR,PURCHASE_COUNT,CLUSTER
0.0,0.0,3
19.228,1.0,0
60.72,1.0,2
31.372,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
38.456,1.0,0
0.0,0.0,3
36.432,3.0,0
27.324,2.0,0
20.24,1.0,0
29.348,1.0,0
0.0,0.0,3
0.0,0.0,3
22.264,2.0,0
58.696,1.0,2
22.264,1.0,0
10.12,1.0,3
26.312,14.0,1
0.0,0.0,3
43.516,1.0,2
0.0,0.0,3
0.0,0.0,3
35.42,2.0,0
0.0,0.0,3
39.468,8.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
23.276,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
32.384,14.0,1
15.18,1.0,0
0.0,0.0,3
20.24,1.0,0
0.0,0.0,3
22.264,1.0,0
36.432,1.0,0
26.312,2.0,0
0.0,0.0,3
52.624,2.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
47.564,4.0,2
0.0,0.0,3
25.3,3.0,0
0.0,0.0,3
0.0,0.0,3
18.216,3.0,0
18.216,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
59.708,2.0,2
0.0,0.0,3
47.564,2.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
20.24,3.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
47.564,3.0,2
0.0,0.0,3
0.0,0.0,3
39.468,7.0,0
0.0,0.0,3
0.0,0.0,3
47.564,19.0,1
0.0,0.0,3
15.18,6.0,0
25.3,3.0,0
18.216,1.0,0
0.0,0.0,3
16.192,3.0,0
17.204,9.0,0
0.0,0.0,3
0.0,0.0,3
33.396,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
58.696,1.0,2
41.492,10.0,0
15.18,5.0,0
0.0,0.0,3
12.144,1.0,3
27.324,2.0,0
26.312,2.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
23.276,1.0,0
60.72,8.0,2
17.204,25.0,1
28.336,3.0,0
29.348,4.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
18.216,1.0,0
35.42,5.0,0
31.372,8.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
22.264,1.0,0
0.0,0.0,3
0.0,0.0,3
10.12,1.0,3
60.72,3.0,2
17.204,9.0,0
34.408,12.0,0
22.264,2.0,0
44.528,2.0,2
0.0,0.0,3
0.0,0.0,3
38.456,2.0,0
25.3,6.0,0
0.0,0.0,3
29.348,1.0,0
39.468,4.0,0
58.696,4.0,2
20.24,1.0,0
0.0,0.0,3
43.516,11.0,2
18.216,12.0,0
34.408,3.0,0
0.0,0.0,3
17.204,3.0,0
36.432,3.0,0
0.0,0.0,3
11.132,1.0,3
28.336,14.0,1
25.3,1.0,0
18.216,1.0,0
0.0,0.0,3
0.0,0.0,3
53.636,3.0,2
18.216,1.0,0
0.0,0.0,3
42.504,1.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
25.3,2.0,0
0.0,0.0,3
48.576,4.0,2
25.3,2.0,0
0.0,0.0,3
0.0,0.0,3
12.144,3.0,0
30.36,2.0,0
17.204,5.0,0
80.96,2.0,2
113.344,5.0,2
0.0,0.0,3
0.0,0.0,3
40.48,2.0,0
0.0,0.0,3
10.12,1.0,3
31.372,1.0,0
47.564,1.0,2
0.0,0.0,3
28.336,5.0,0
52.624,6.0,2
0.0,0.0,3
18.216,4.0,0
0.0,0.0,3
27.324,18.0,1
0.0,0.0,3
0.0,0.0,3
25.3,6.0,0
41.492,2.0,2
36.432,7.0,0
39.468,1.0,0
0.0,0.0,3
31.372,1.0,0
23.276,4.0,0
0.0,0.0,3
41.492,3.0,2
0.0,0.0,3
27.324,4.0,0
0.0,0.0,3
15.18,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
45.54,2.0,2
0.0,0.0,3
14.168,1.0,3
15.18,1.0,0
27.324,3.0,0
0.0,0.0,3
0.0,0.0,3
18.216,4.0,0
0.0,0.0,3
54.648,2.0,2
23.276,2.0,0
0.0,0.0,3
32.384,14.0,1
26.312,27.0,1
59.708,1.0,2
13.156,19.0,1
0.0,0.0,3
37.444,2.0,0
0.0,0.0,3
41.492,1.0,2
15.18,2.0,0
41.492,6.0,0
32.384,2.0,0
0.0,0.0,3
30.36,4.0,0
0.0,0.0,3
20.24,13.0,1
59.708,3.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
31.372,1.0,0
121.44,1.0,2
20.24,1.0,0
22.264,1.0,0
0.0,0.0,3
43.516,4.0,2
32.384,7.0,0
0.0,0.0,3
0.0,0.0,3
26.312,1.0,0
25.3,15.0,1
24.288,1.0,0
0.0,0.0,3
27.324,18.0,1
53.636,3.0,2
30.36,6.0,0
32.384,2.0,0
22.264,2.0,0
28.336,1.0,0
27.324,21.0,1
67.804,5.0,2
0.0,0.0,3
25.3,11.0,0
49.588,9.0,2
56.672,3.0,2
55.66,3.0,2
53.636,4.0,2
0.0,0.0,3
42.504,1.0,2
0.0,0.0,3
32.384,2.0,0
24.288,1.0,0
0.0,0.0,3
39.468,31.0,1
46.552,15.0,1
28.336,31.0,1
0.0,0.0,3
25.3,4.0,0
29.348,29.0,1
21.252,1.0,0
55.66,1.0,2
29.348,3.0,0
0.0,0.0,3
48.576,18.0,1
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
28.336,3.0,0
0.0,0.0,3
0.0,0.0,3
26.312,2.0,0
28.336,10.0,0
0.0,0.0,3
0.0,0.0,3
40.48,5.0,0
94.116,3.0,2
32.384,38.0,1
37.444,4.0,0
25.3,1.0,0
36.432,7.0,0
20.24,1.0,0
0.0,0.0,3
26.312,1.0,0
25.3,1.0,0
28.336,5.0,0
26.312,37.0,1
25.3,4.0,0
20.24,3.0,0
19.228,2.0,0
27.324,25.0,1
24.288,3.0,0
0.0,0.0,3
15.18,2.0,0
41.492,5.0,0
26.312,1.0,0
42.504,1.0,2
15.18,1.0,0
0.0,0.0,3
19.228,12.0,0
23.276,14.0,1
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
68.816,4.0,2
31.372,1.0,0
0.0,0.0,3
0.0,0.0,3
26.312,9.0,0
32.384,1.0,0
0.0,0.0,3
29.348,9.0,0
72.864,1.0,2
26.312,4.0,0
0.0,0.0,3
22.264,1.0,0
21.252,18.0,1
12.144,1.0,3
48.576,1.0,2
27.324,7.0,0
0.0,0.0,3
17.204,1.0,0
61.732,1.0,2
23.276,3.0,0
0.0,0.0,3
22.264,1.0,0
18.216,4.0,0
16.192,3.0,0
0.0,0.0,3
14.168,1.0,3
27.324,8.0,0
21.252,6.0,0
32.384,1.0,0
0.0,0.0,3
47.564,1.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
50.6,6.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
37.444,13.0,1
24.288,8.0,0
23.276,40.0,1
65.78,1.0,2
20.24,20.0,1
0.0,0.0,3
26.312,2.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
39.468,5.0,0
0.0,0.0,3
61.732,1.0,2
34.408,2.0,0
29.348,1.0,0
47.564,3.0,2
30.36,19.0,1
17.204,1.0,0
0.0,0.0,3
44.528,3.0,2
18.216,33.0,1
12.144,1.0,3
0.0,0.0,3
43.516,6.0,2
0.0,0.0,3
15.18,2.0,0
0.0,0.0,3
0.0,0.0,3
39.468,1.0,0
62.744,1.0,2
0.0,0.0,3
17.204,10.0,0
12.144,1.0,3
42.504,8.0,2
0.0,0.0,3
35.42,8.0,0
40.48,4.0,0
0.0,0.0,3
0.0,0.0,3
58.696,7.0,2
22.264,2.0,0
79.948,1.0,2
16.192,1.0,0
0.0,0.0,3
21.252,2.0,0
20.24,3.0,0
28.336,2.0,0
37.444,1.0,0
0.0,0.0,3
32.384,14.0,1
17.204,13.0,1
0.0,0.0,3
21.252,25.0,1
0.0,0.0,3
24.288,1.0,0
0.0,0.0,3
47.564,9.0,2
0.0,0.0,3
27.324,4.0,0
25.3,4.0,0
34.408,17.0,1
38.456,2.0,0
0.0,0.0,3
46.552,1.0,2
0.0,0.0,3
16.192,9.0,0
29.348,4.0,0
0.0,0.0,3
35.42,16.0,1
34.408,1.0,0
0.0,0.0,3
34.408,7.0,0
32.384,3.0,0
33.396,15.0,1
0.0,0.0,3
47.564,3.0,2
5.06,1.0,3
0.0,0.0,3
37.444,1.0,0
22.264,2.0,0
25.3,1.0,0
57.684,3.0,2
0.0,0.0,3
27.324,1.0,0
0.0,0.0,3
49.588,2.0,2
39.468,1.0,0
53.636,5.0,2
0.0,0.0,3
20.24,2.0,0
0.0,0.0,3
59.708,4.0,2
49.588,23.0,1
22.264,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
51.612,2.0,2
37.444,1.0,0
21.252,3.0,0
22.264,3.0,0
0.0,0.0,3
29.348,2.0,0
0.0,0.0,3
35.42,3.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
34.408,1.0,0
50.6,3.0,2
54.648,1.0,2
0.0,0.0,3
20.24,2.0,0
0.0,0.0,3
25.3,1.0,0
0.0,0.0,3
23.276,4.0,0
44.528,4.0,2
22.264,3.0,0
0.0,0.0,3
10.12,1.0,3
0.0,0.0,3
34.408,1.0,0
0.0,0.0,3
0.0,0.0,3
22.264,1.0,0
0.0,0.0,3
20.24,6.0,0
35.42,5.0,0
0.0,0.0,3
0.0,0.0,3
35.42,3.0,0
49.588,3.0,2
0.0,0.0,3
0.0,0.0,3
38.456,13.0,1
0.0,0.0,3
20.24,6.0,0
0.0,0.0,3
53.636,1.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
30.36,25.0,1
47.564,2.0,2
24.288,2.0,0
30.36,12.0,0
0.0,0.0,3
26.312,1.0,0
0.0,0.0,3
0.0,0.0,3
16.192,1.0,0
24.288,9.0,0
29.348,1.0,0
0.0,0.0,3
21.252,2.0,0
0.0,0.0,3
31.372,27.0,1
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
19.228,4.0,0
0.0,0.0,3
51.612,1.0,2
29.348,6.0,0
0.0,0.0,3
53.636,13.0,2
0.0,0.0,3
0.0,0.0,3
49.588,1.0,2
0.0,0.0,3
40.48,1.0,2
18.216,1.0,0
19.228,20.0,1
0.0,0.0,3
0.0,0.0,3
52.624,2.0,2
31.372,2.0,0
21.252,25.0,1
37.444,1.0,0
15.18,1.0,0
0.0,0.0,3
34.408,31.0,1
13.156,2.0,3
24.288,5.0,0
30.36,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
9.108,10.0,0
10.12,3.0,3
33.396,8.0,0
0.0,0.0,3
0.0,0.0,3
34.408,5.0,0
21.252,1.0,0
0.0,0.0,3
0.0,0.0,3
36.432,4.0,0
37.444,27.0,1
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
29.348,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
19.228,1.0,0
0.0,0.0,3
36.432,4.0,0
0.0,0.0,3
0.0,0.0,3
22.264,2.0,0
0.0,0.0,3
11.132,1.0,3
0.0,0.0,3
0.0,0.0,3
13.156,2.0,3
26.312,21.0,1
0.0,0.0,3
47.564,3.0,2
10.12,1.0,3
25.3,2.0,0
20.24,1.0,0
41.492,7.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
35.42,1.0,0
0.0,0.0,3
12.144,1.0,3
48.576,2.0,2
0.0,0.0,3
0.0,0.0,3
30.36,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
20.24,29.0,1
12.144,2.0,3
46.552,1.0,2
0.0,0.0,3
0.0,0.0,3
29.348,1.0,0
37.444,9.0,0
0.0,0.0,3
45.54,1.0,2
24.288,3.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
30.36,20.0,1
19.228,2.0,0
20.24,5.0,0
24.288,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
8.096,2.0,3
20.24,9.0,0
19.228,1.0,0
12.144,3.0,0
13.156,10.0,0
0.0,0.0,3
0.0,0.0,3
17.204,1.0,0
0.0,0.0,3
19.228,8.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
21.252,3.0,0
37.444,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
49.588,9.0,2
23.276,1.0,0
56.672,1.0,2
0.0,0.0,3
0.0,0.0,3
45.54,9.0,2
20.24,1.0,0
11.132,6.0,0
0.0,0.0,3
0.0,0.0,3
21.252,39.0,1
16.192,1.0,0
7.084,23.0,1
34.408,8.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
30.36,3.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
16.192,3.0,0
0.0,0.0,3
0.0,0.0,3
35.42,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
8.096,1.0,3
0.0,0.0,3
25.3,1.0,0
0.0,0.0,3
12.144,3.0,0
0.0,0.0,3
12.144,1.0,3
53.636,1.0,2
30.36,4.0,0
0.0,0.0,3
29.348,1.0,0
0.0,0.0,3
0.0,0.0,3
27.324,10.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
19.228,8.0,0
13.156,1.0,3
0.0,0.0,3
24.288,13.0,1
70.84,1.0,2
22.264,10.0,0
0.0,0.0,3
0.0,0.0,3
25.3,1.0,0
17.204,7.0,0
0.0,0.0,3
0.0,0.0,3
15.18,1.0,0
40.48,2.0,0
25.3,2.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
28.336,4.0,0
0.0,0.0,3
0.0,0.0,3
45.54,6.0,2
20.24,1.0,0
0.0,0.0,3
15.18,1.0,0
33.396,4.0,0
0.0,0.0,3
0.0,0.0,3
29.348,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
37.444,1.0,0
51.612,3.0,2
35.42,3.0,0
29.348,1.0,0
7.084,2.0,3
0.0,0.0,3
0.0,0.0,3
24.288,4.0,0
0.0,0.0,3
0.0,0.0,3
14.168,1.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
30.36,8.0,0
15.18,1.0,0
0.0,0.0,3
28.336,3.0,0
22.264,10.0,0
23.276,1.0,0
0.0,0.0,3
0.0,0.0,3
42.504,36.0,1
59.708,4.0,2
15.18,2.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
40.48,2.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
20.24,7.0,0
0.0,0.0,3
18.216,1.0,0
77.924,2.0,2
0.0,0.0,3
0.0,0.0,3
58.696,4.0,2
33.396,3.0,0
8.096,4.0,3
0.0,0.0,3
0.0,0.0,3
11.132,5.0,0
0.0,0.0,3
52.624,2.0,2
38.456,1.0,0
35.42,1.0,0
0.0,0.0,3
37.444,4.0,0
31.372,4.0,0
20.24,7.0,0
0.0,0.0,3
30.36,2.0,0
0.0,0.0,3
52.624,1.0,2
27.324,5.0,0
36.432,18.0,1
0.0,0.0,3
42.504,1.0,2
0.0,0.0,3
42.504,3.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
25.3,1.0,0
23.276,7.0,0
20.24,4.0,0
16.192,18.0,1
25.3,1.0,0
27.324,4.0,0
0.0,0.0,3
8.096,2.0,3
0.0,0.0,3
34.408,2.0,0
22.264,5.0,0
31.372,2.0,0
0.0,0.0,3
33.396,1.0,0
0.0,0.0,3
0.0,0.0,3
8.096,4.0,3
18.216,30.0,1
0.0,0.0,3
12.144,7.0,0
0.0,0.0,3
0.0,0.0,3
20.24,2.0,0
35.42,3.0,0
51.612,5.0,2
40.48,1.0,2
0.0,0.0,3
26.312,6.0,0
28.336,4.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
23.276,2.0,0
27.324,1.0,0
0.0,0.0,3
0.0,0.0,3
58.696,2.0,2
22.264,1.0,0
0.0,0.0,3
0.0,0.0,3
39.468,15.0,1
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
20.24,16.0,1
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
19.228,5.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
18.216,6.0,0
0.0,0.0,3
79.948,1.0,2
0.0,0.0,3
0.0,0.0,3
14.168,1.0,3
0.0,0.0,3
0.0,0.0,3
45.54,21.0,1
22.264,10.0,0
18.216,4.0,0
31.372,15.0,1
0.0,0.0,3
0.0,0.0,3
47.564,1.0,2
23.276,1.0,0
28.336,8.0,0
27.324,1.0,0
26.312,1.0,0
44.528,1.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
35.42,11.0,0
16.192,1.0,0
0.0,0.0,3
0.0,0.0,3
23.276,4.0,0
0.0,0.0,3
32.384,1.0,0
39.468,17.0,1
0.0,0.0,3
0.0,0.0,3
33.396,20.0,1
11.132,1.0,3
0.0,0.0,3
0.0,0.0,3
17.204,1.0,0
0.0,0.0,3
0.0,0.0,3
51.612,1.0,2
24.288,5.0,0
22.264,10.0,0
28.336,2.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
61.732,3.0,2
14.168,10.0,0
32.384,7.0,0
18.216,4.0,0
22.264,5.0,0
0.0,0.0,3
16.192,3.0,0
40.48,31.0,1
0.0,0.0,3
0.0,0.0,3
40.48,1.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
24.288,3.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
24.288,2.0,0
0.0,0.0,3
0.0,0.0,3
35.42,1.0,0
9.108,3.0,3
15.18,1.0,0
30.36,5.0,0
0.0,0.0,3
25.3,18.0,1
25.3,4.0,0
0.0,0.0,3
0.0,0.0,3
39.468,6.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
28.336,1.0,0
15.18,2.0,0
0.0,0.0,3
0.0,0.0,3
14.168,3.0,0
34.408,2.0,0
29.348,2.0,0
0.0,0.0,3
52.624,4.0,2
0.0,0.0,3
38.456,2.0,0
0.0,0.0,3
58.696,4.0,2
0.0,0.0,3
47.564,1.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
31.372,14.0,1
23.276,4.0,0
0.0,0.0,3
22.264,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
22.264,22.0,1
0.0,0.0,3
10.12,1.0,3
32.384,9.0,0
0.0,0.0,3
26.312,3.0,0
20.24,2.0,0
0.0,0.0,3
0.0,0.0,3
30.36,5.0,0
0.0,0.0,3
0.0,0.0,3
17.204,22.0,1
0.0,0.0,3
0.0,0.0,3
20.24,3.0,0
25.3,2.0,0
7.084,1.0,3
9.108,1.0,3
25.3,1.0,0
0.0,0.0,3
22.264,11.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
34.408,1.0,0
0.0,0.0,3
0.0,0.0,3
6.072,3.0,3
32.384,18.0,1
30.36,2.0,0
37.444,6.0,0
7.084,1.0,3
46.552,4.0,2
0.0,0.0,3
0.0,0.0,3
40.48,5.0,0
28.336,1.0,0
0.0,0.0,3
0.0,0.0,3
22.264,3.0,0
6.072,1.0,3
0.0,0.0,3
40.48,1.0,2
0.0,0.0,3
23.276,7.0,0
26.312,3.0,0
0.0,0.0,3
27.324,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
48.576,2.0,2
0.0,0.0,3
0.0,0.0,3
70.84,2.0,2
0.0,0.0,3
37.444,4.0,0
0.0,0.0,3
0.0,0.0,3
25.3,1.0,0
0.0,0.0,3
0.0,0.0,3
26.312,6.0,0
42.504,4.0,2
27.324,4.0,0
6.072,1.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
31.372,2.0,0
37.444,1.0,0
22.264,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
23.276,3.0,0
0.0,0.0,3
0.0,0.0,3
53.636,1.0,2
18.216,1.0,0
0.0,0.0,3
16.192,6.0,0
0.0,0.0,3
19.228,2.0,0
0.0,0.0,3
0.0,0.0,3
27.324,11.0,0
0.0,0.0,3
0.0,0.0,3
23.276,3.0,0
34.408,4.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
13.156,1.0,3
0.0,0.0,3
36.432,12.0,0
0.0,0.0,3
0.0,0.0,3
21.252,4.0,0
0.0,0.0,3
0.0,0.0,3
20.24,2.0,0
37.444,4.0,0
19.228,1.0,0
32.384,17.0,1
30.36,1.0,0
53.636,1.0,2
24.288,10.0,0
11.132,1.0,3
27.324,17.0,1
43.516,1.0,2
45.54,3.0,2
39.468,1.0,0
0.0,0.0,3
0.0,0.0,3
25.3,4.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
24.288,1.0,0
0.0,0.0,3
0.0,0.0,3
16.192,1.0,0
27.324,4.0,0
0.0,0.0,3
40.48,2.0,0
0.0,0.0,3
27.324,3.0,0
27.324,1.0,0
0.0,0.0,3
23.276,1.0,0
38.456,3.0,0
0.0,0.0,3
42.504,1.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
35.42,11.0,0
25.3,1.0,0
0.0,0.0,3
0.0,0.0,3
16.192,1.0,0
15.18,1.0,0
0.0,0.0,3
37.444,10.0,0
0.0,0.0,3
26.312,4.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
17.204,5.0,0
0.0,0.0,3
39.468,2.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
31.372,3.0,0
23.276,26.0,1
43.516,2.0,2
51.612,1.0,2
21.252,8.0,0
0.0,0.0,3
55.66,1.0,2
31.372,8.0,0
42.504,1.0,2
0.0,0.0,3
47.564,1.0,2
21.252,18.0,1
0.0,0.0,3
42.504,3.0,2
18.216,6.0,0
29.348,21.0,1
28.336,1.0,0
34.408,4.0,0
29.348,1.0,0
0.0,0.0,3
37.444,8.0,0
0.0,0.0,3
14.168,6.0,0
0.0,0.0,3
0.0,0.0,3
11.132,6.0,0
0.0,0.0,3
0.0,0.0,3
21.252,1.0,0
29.348,2.0,0
48.576,3.0,2
29.348,1.0,0
27.324,14.0,1
0.0,0.0,3
0.0,0.0,3
34.408,1.0,0
0.0,0.0,3
30.36,7.0,0
20.24,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
26.312,1.0,0
36.432,1.0,0
0.0,0.0,3
7.084,1.0,3
35.42,1.0,0
32.384,3.0,0
23.276,6.0,0
0.0,0.0,3
6.072,1.0,3
17.204,1.0,0
37.444,5.0,0
0.0,0.0,3
21.252,1.0,0
24.288,1.0,0
32.384,1.0,0
24.288,19.0,1
45.54,1.0,2
6.072,1.0,3
7.084,1.0,3
0.0,0.0,3
42.504,3.0,2
45.54,1.0,2
15.18,1.0,0
18.216,7.0,0
25.3,2.0,0
32.384,9.0,0
49.588,2.0,2
21.252,1.0,0
37.444,2.0,0
39.468,4.0,0
35.42,8.0,0
0.0,0.0,3
36.432,3.0,0
28.336,18.0,1
39.468,8.0,0
67.804,1.0,2
37.444,1.0,0
0.0,0.0,3
26.312,18.0,1
0.0,0.0,3
25.3,1.0,0
0.0,0.0,3
0.0,0.0,3
38.456,2.0,0
0.0,0.0,3
30.36,1.0,0
0.0,0.0,3
30.36,8.0,0
18.216,1.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
12.144,1.0,3
15.18,1.0,0
40.48,10.0,0
103.224,4.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
44.528,1.0,2
0.0,0.0,3
0.0,0.0,3
58.696,3.0,2
0.0,0.0,3
53.636,1.0,2
24.288,2.0,0
50.6,8.0,2
22.264,1.0,0
26.312,10.0,0
67.804,4.0,2
35.42,7.0,0
30.36,5.0,0
0.0,0.0,3
24.288,2.0,0
0.0,0.0,3
21.252,1.0,0
37.444,11.0,0
45.54,2.0,2
28.336,9.0,0
0.0,0.0,3
42.504,6.0,2
45.54,2.0,2
16.192,1.0,0
23.276,17.0,1
0.0,0.0,3
0.0,0.0,3
27.324,1.0,0
19.228,5.0,0
0.0,0.0,3
40.48,2.0,0
28.336,2.0,0
50.6,12.0,2
18.216,1.0,0
20.24,7.0,0
37.444,19.0,1
0.0,0.0,3
0.0,0.0,3
47.564,3.0,2
26.312,8.0,0
31.372,7.0,0
46.552,12.0,2
29.348,1.0,0
29.348,1.0,0
22.264,5.0,0
19.228,1.0,0
0.0,0.0,3
29.348,5.0,0
0.0,0.0,3
32.384,6.0,0
74.888,4.0,2
25.3,5.0,0
14.168,5.0,0
29.348,3.0,0
36.432,1.0,0
24.288,1.0,0
0.0,0.0,3
0.0,0.0,3
17.204,2.0,0
24.288,2.0,0
21.252,1.0,0
39.468,1.0,0
88.044,2.0,2
0.0,0.0,3
31.372,7.0,0
0.0,0.0,3
34.408,2.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
45.54,3.0,2
26.312,1.0,0
0.0,0.0,3
31.372,1.0,0
45.54,19.0,1
25.3,8.0,0
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
43.516,3.0,2
91.08,1.0,2
0.0,0.0,3
28.336,14.0,1
0.0,0.0,3
0.0,0.0,3
46.552,1.0,2
26.312,4.0,0
0.0,0.0,3
26.312,3.0,0
38.456,6.0,0
0.0,0.0,3
14.168,1.0,3
0.0,0.0,3
37.444,3.0,0
0.0,0.0,3
26.312,6.0,0
31.372,1.0,0
38.456,1.0,0
77.924,1.0,2
45.54,1.0,2
43.516,2.0,2
32.384,5.0,0
0.0,0.0,3
27.324,10.0,0
0.0,0.0,3
36.432,23.0,1
40.48,1.0,2
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
0.0,0.0,3
20.24,5.0,0
28.336,10.0,0
28.336,10.0,0
26.312,3.0,0
28.336,4.0,0
0.0,0.0,3
0.0,0.0,3
29.348,3.0,0
61.732,3.0,2
19.228,8.0,0
0.0,0.0,3
0.0,0.0,3
38.456,1.0,0
33.396,2.0,0
0.0,0.0,3
24.288,6.0,0
0.0,0.0,3
0.0,0.0,3
21.252,8.0,0
20.24,8.0,0
34.408,30.0,1
20.24,1.0,0
45.54,22.0,1
46.552,5.0,2
39.468,3.0,0
21.252,3.0,0
45.54,17.0,1
0.0,0.0,3
46.552,5.0,2
0.0,0.0,3
